experiment,dataset,method,seed,trial,accuracy,best_so_far,elapsed_sec
exp1_baseline,CIFAR-100,LLM+Episodic,44,10,0.597,0.769,
exp1_baseline,CIFAR-100,LLM+Episodic,44,11,0.699,0.769,
exp1_baseline,CIFAR-100,LLM+Episodic,44,12,0.6396,0.769,
exp1_baseline,CIFAR-100,LLM+Episodic,44,13,0.5892,0.769,
exp1_baseline,CIFAR-100,LLM+Episodic,44,14,0.7724,0.7724,
exp1_baseline,CIFAR-100,LLM+Episodic,44,15,0.6798,0.7724,
exp1_baseline,CIFAR-100,LLM+Episodic,44,16,0.6672,0.7724,
exp1_baseline,CIFAR-100,LLM+Episodic,44,17,0.6278,0.7724,
exp1_baseline,CIFAR-100,LLM+Episodic,44,18,0.6592,0.7724,
exp1_baseline,CIFAR-100,LLM+Episodic,44,19,0.6396,0.7724,
exp1_baseline,CIFAR-100,LLM+Episodic,44,20,0.7022,0.7724,
exp1_baseline,CIFAR-100,LLM+Episodic,44,21,0.6358,0.7724,
exp1_baseline,CIFAR-100,LLM+Episodic,44,22,0.6984,0.7724,
exp1_baseline,CIFAR-100,LLM+Episodic,44,23,0.7208,0.7724,
exp1_baseline,CIFAR-100,LLM+Episodic,44,24,0.715,0.7724,
exp1_baseline,CIFAR-100,LLM+Episodic,44,25,0.716,0.7724,
exp1_baseline,CIFAR-100,LLM-only,42,1,0.6784,0.6784,
exp1_baseline,CIFAR-100,LLM-only,42,2,0.7312,0.7312,
exp1_baseline,CIFAR-100,LLM-only,42,3,0.7116,0.7312,
exp1_baseline,CIFAR-100,LLM-only,42,4,0.7174,0.7312,
exp1_baseline,CIFAR-100,LLM-only,42,5,0.7656,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,6,0.6764,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,7,0.7202,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,8,0.6598,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,9,0.6928,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,10,0.7008,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,11,0.682,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,12,0.6712,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,13,0.7582,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,14,0.6194,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,15,0.6654,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,16,0.712,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,17,0.6982,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,18,0.7272,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,19,0.6516,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,20,0.739,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,21,0.7304,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,22,0.7408,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,23,0.6802,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,24,0.6448,0.7656,
exp1_baseline,CIFAR-100,LLM-only,42,25,0.7458,0.7656,
exp1_baseline,CIFAR-100,LLM-only,43,1,0.671,0.671,
exp1_baseline,CIFAR-100,LLM-only,43,2,0.6628,0.671,
exp1_baseline,CIFAR-100,LLM-only,43,3,0.6842,0.6842,
exp1_baseline,CIFAR-100,LLM-only,43,4,0.6748,0.6842,
exp1_baseline,CIFAR-100,LLM-only,43,5,0.7402,0.7402,
exp1_baseline,CIFAR-100,LLM-only,43,6,0.7596,0.7596,
exp1_baseline,CIFAR-100,LLM-only,43,7,0.6926,0.7596,
exp1_baseline,CIFAR-100,LLM-only,43,8,0.7138,0.7596,
exp1_baseline,CIFAR-100,LLM-only,43,9,0.6912,0.7596,
exp1_baseline,CIFAR-100,LLM-only,43,10,0.665,0.7596,
exp1_baseline,CIFAR-100,LLM-only,43,11,0.671,0.7596,
exp1_baseline,CIFAR-100,LLM-only,43,12,0.6802,0.7596,
exp1_baseline,CIFAR-100,LLM-only,43,13,0.7594,0.7596,
exp1_baseline,CIFAR-100,LLM-only,43,14,0.7054,0.7596,
exp1_baseline,CIFAR-100,LLM-only,43,15,0.761,0.761,
exp1_baseline,CIFAR-100,LLM-only,43,16,0.6564,0.761,
exp1_baseline,CIFAR-100,LLM-only,43,17,0.7304,0.761,
exp1_baseline,CIFAR-100,LLM-only,43,18,0.6508,0.761,
exp1_baseline,CIFAR-100,LLM-only,43,19,0.7228,0.761,
exp1_baseline,CIFAR-100,LLM-only,43,20,0.6718,0.761,
exp1_baseline,CIFAR-100,LLM-only,43,21,0.595,0.761,
exp1_baseline,CIFAR-100,LLM-only,43,22,0.6964,0.761,
exp1_baseline,CIFAR-100,LLM-only,43,23,0.6976,0.761,
exp1_baseline,CIFAR-100,LLM-only,43,24,0.7304,0.761,
exp1_baseline,CIFAR-100,LLM-only,43,25,0.664,0.761,
exp1_baseline,CIFAR-100,LLM-only,44,1,0.6348,0.6348,
exp1_baseline,CIFAR-100,LLM-only,44,2,0.615,0.6348,
exp1_baseline,CIFAR-100,LLM-only,44,3,0.6308,0.6348,
exp1_baseline,CIFAR-100,LLM-only,44,4,0.659,0.659,
exp1_baseline,CIFAR-100,LLM-only,44,5,0.6604,0.6604,
exp1_baseline,CIFAR-100,LLM-only,44,6,0.6108,0.6604,
exp1_baseline,CIFAR-100,LLM-only,44,7,0.6776,0.6776,
exp1_baseline,CIFAR-100,LLM-only,44,8,0.6848,0.6848,
exp1_baseline,CIFAR-100,LLM-only,44,9,0.6872,0.6872,
exp1_baseline,CIFAR-100,LLM-only,44,10,0.627,0.6872,
exp1_baseline,CIFAR-100,LLM-only,44,11,0.7382,0.7382,
exp1_baseline,CIFAR-100,LLM-only,44,12,0.6776,0.7382,
exp1_baseline,CIFAR-100,LLM-only,44,13,0.6892,0.7382,
exp1_baseline,CIFAR-100,LLM-only,44,14,0.7544,0.7544,
exp1_baseline,CIFAR-100,LLM-only,44,15,0.714,0.7544,
exp1_baseline,CIFAR-100,LLM-only,44,16,0.66,0.7544,
exp1_baseline,CIFAR-100,LLM-only,44,17,0.6766,0.7544,
exp1_baseline,CIFAR-100,LLM-only,44,18,0.7062,0.7544,
exp1_baseline,CIFAR-100,LLM-only,44,19,0.7306,0.7544,
exp1_baseline,CIFAR-100,LLM-only,44,20,0.685,0.7544,
exp1_baseline,CIFAR-100,LLM-only,44,21,0.7446,0.7544,
exp1_baseline,CIFAR-100,LLM-only,44,22,0.7614,0.7614,
exp1_baseline,CIFAR-100,LLM-only,44,23,0.6636,0.7614,
exp1_baseline,CIFAR-100,LLM-only,44,24,0.6776,0.7614,
exp1_baseline,CIFAR-100,LLM-only,44,25,0.685,0.7614,
exp1_baseline,CIFAR-100,Bayesian,42,1,0.013,0.013,
exp1_baseline,CIFAR-100,Bayesian,42,2,0.6672,0.6672,
exp1_baseline,CIFAR-100,Bayesian,42,3,0.1144,0.6672,
exp1_baseline,CIFAR-100,Bayesian,42,4,0.7708,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,5,0.3336,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,6,0.0988,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,7,0.6032,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,8,0.7574,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,9,0.5074,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,10,0.6878,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,11,0.6978,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,12,0.7556,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,13,0.6186,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,14,0.71,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,15,0.4332,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,16,0.3802,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,17,0.506,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,18,0.732,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,19,0.72,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,20,0.1734,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,21,0.4316,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,22,0.395,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,23,0.7638,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,24,0.0498,0.7708,
exp1_baseline,CIFAR-100,Bayesian,42,25,0.7376,0.7708,
exp1_baseline,CIFAR-100,Bayesian,43,1,0.6226,0.6226,
exp1_baseline,CIFAR-100,Bayesian,43,2,0.6034,0.6226,
exp1_baseline,CIFAR-100,Bayesian,43,3,0.7434,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,4,0.042,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,5,0.7426,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,6,0.549,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,7,0.404,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,8,0.5728,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,9,0.5766,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,10,0.525,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,11,0.4864,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,12,0.267,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,13,0.06,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,14,0.2342,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,15,0.5516,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,16,0.2402,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,17,0.4118,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,18,0.7404,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,19,0.5526,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,20,0.0698,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,21,0.6532,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,22,0.0342,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,23,0.2816,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,24,0.7328,0.7434,
exp1_baseline,CIFAR-100,Bayesian,43,25,0.718,0.7434,
exp1_baseline,CIFAR-100,Bayesian,44,1,0.6802,0.6802,
exp1_baseline,CIFAR-100,Bayesian,44,2,0.653,0.6802,
exp1_baseline,CIFAR-100,Bayesian,44,3,0.71,0.71,
exp1_baseline,CIFAR-100,Bayesian,44,4,0.3354,0.71,
exp1_baseline,CIFAR-100,Bayesian,44,5,0.4746,0.71,
exp1_baseline,CIFAR-100,Bayesian,44,6,0.2824,0.71,
exp1_baseline,CIFAR-100,Bayesian,44,7,0.65,0.71,
exp1_baseline,CIFAR-100,Bayesian,44,8,0.6124,0.71,
exp1_baseline,CIFAR-100,Bayesian,44,9,0.5166,0.71,
exp1_baseline,CIFAR-100,Bayesian,44,10,0.7708,0.7708,
exp1_baseline,CIFAR-100,Bayesian,44,11,0.0492,0.7708,
exp1_baseline,CIFAR-100,Bayesian,44,12,0.3732,0.7708,
exp1_baseline,CIFAR-100,Bayesian,44,13,0.6212,0.7708,
exp1_baseline,CIFAR-100,Bayesian,44,14,0.66,0.7708,
exp1_baseline,CIFAR-100,Bayesian,44,15,0.6776,0.7708,
exp1_baseline,CIFAR-100,Bayesian,44,16,0.4568,0.7708,
exp1_baseline,CIFAR-100,Bayesian,44,17,0.7066,0.7708,
exp1_baseline,CIFAR-100,Bayesian,44,18,0.2838,0.7708,
exp1_baseline,CIFAR-100,Bayesian,44,19,0.7496,0.7708,
exp1_baseline,CIFAR-100,Bayesian,44,20,0.7628,0.7708,
exp1_baseline,CIFAR-100,Bayesian,44,21,0.0144,0.7708,
exp1_baseline,CIFAR-100,Bayesian,44,22,0.4394,0.7708,
exp1_baseline,CIFAR-100,Bayesian,44,23,0.5148,0.7708,
exp1_baseline,CIFAR-100,Bayesian,44,24,0.3164,0.7708,
exp1_baseline,CIFAR-100,Bayesian,44,25,0.745,0.7708,
exp1_baseline,CIFAR-100,TPE,42,1,0.747,0.747,
exp1_baseline,CIFAR-100,TPE,42,2,0.6042,0.747,
exp1_baseline,CIFAR-100,TPE,42,3,0.583,0.747,
exp1_baseline,CIFAR-100,TPE,42,4,0.7302,0.747,
exp1_baseline,CIFAR-100,TPE,42,5,0.5678,0.747,
exp1_baseline,CIFAR-100,TPE,42,6,0.017,0.747,
exp1_baseline,CIFAR-100,TPE,42,7,0.188,0.747,
exp1_baseline,CIFAR-100,TPE,42,8,0.7578,0.7578,
exp1_baseline,CIFAR-100,TPE,42,9,0.7192,0.7578,
exp1_baseline,CIFAR-100,TPE,42,10,0.4744,0.7578,
exp1_baseline,CIFAR-100,TPE,42,11,0.1902,0.7578,
exp1_baseline,CIFAR-100,TPE,42,12,0.4582,0.7578,
exp1_baseline,CIFAR-100,TPE,42,13,0.6544,0.7578,
exp1_baseline,CIFAR-100,TPE,42,14,0.662,0.7578,
exp1_baseline,CIFAR-100,TPE,42,15,0.491,0.7578,
exp1_baseline,CIFAR-100,TPE,42,16,0.5374,0.7578,
exp1_baseline,CIFAR-100,TPE,42,17,0.611,0.7578,
exp1_baseline,CIFAR-100,TPE,42,18,0.4944,0.7578,
exp1_baseline,CIFAR-100,TPE,42,19,0.5364,0.7578,
exp1_baseline,CIFAR-100,TPE,42,20,0.4572,0.7578,
exp1_baseline,CIFAR-100,TPE,42,21,0.4542,0.7578,
exp1_baseline,CIFAR-100,TPE,42,22,0.63,0.7578,
exp1_baseline,CIFAR-100,TPE,42,23,0.4928,0.7578,
exp1_baseline,CIFAR-100,TPE,42,24,0.5116,0.7578,
exp1_baseline,CIFAR-100,TPE,42,25,0.015,0.7578,
exp1_baseline,CIFAR-100,TPE,43,1,0.075,0.075,
exp1_baseline,CIFAR-100,TPE,43,2,0.7412,0.7412,
exp1_baseline,CIFAR-100,TPE,43,3,0.54,0.7412,
exp1_baseline,CIFAR-100,TPE,43,4,0.6852,0.7412,
exp1_baseline,CIFAR-100,TPE,43,5,0.4438,0.7412,
exp1_baseline,CIFAR-100,TPE,43,6,0.013,0.7412,
exp1_baseline,CIFAR-100,TPE,43,7,0.4618,0.7412,
exp1_baseline,CIFAR-100,TPE,43,8,0.754,0.754,
exp1_baseline,CIFAR-100,TPE,43,9,0.6546,0.754,
exp1_baseline,CIFAR-100,TPE,43,10,0.5522,0.754,
exp1_baseline,CIFAR-100,TPE,43,11,0.5128,0.754,
exp1_baseline,CIFAR-100,TPE,43,12,0.5188,0.754,
exp1_baseline,CIFAR-100,TPE,43,13,0.0572,0.754,
exp1_baseline,CIFAR-100,TPE,43,14,0.701,0.754,
exp1_baseline,CIFAR-100,TPE,43,15,0.6994,0.754,
exp1_baseline,CIFAR-100,TPE,43,16,0.6516,0.754,
exp1_baseline,CIFAR-100,TPE,43,17,0.7454,0.754,
exp1_baseline,CIFAR-100,TPE,43,18,0.1458,0.754,
exp1_baseline,CIFAR-100,TPE,43,19,0.1032,0.754,
exp1_baseline,CIFAR-100,TPE,43,20,0.5814,0.754,
exp1_baseline,CIFAR-100,TPE,43,21,0.0158,0.754,
exp1_baseline,CIFAR-100,TPE,43,22,0.251,0.754,
exp1_baseline,CIFAR-100,TPE,43,23,0.7544,0.7544,
exp1_baseline,CIFAR-100,TPE,43,24,0.2584,0.7544,
exp1_baseline,CIFAR-100,TPE,43,25,0.4544,0.7544,
exp1_baseline,CIFAR-100,TPE,44,1,0.4444,0.4444,
exp1_baseline,CIFAR-100,TPE,44,2,0.6406,0.6406,
exp1_baseline,CIFAR-100,TPE,44,3,0.3946,0.6406,
exp1_baseline,CIFAR-100,TPE,44,4,0.7562,0.7562,
exp1_baseline,CIFAR-100,TPE,44,5,0.1784,0.7562,
exp1_baseline,CIFAR-100,TPE,44,6,0.6576,0.7562,
exp1_baseline,CIFAR-100,TPE,44,7,0.469,0.7562,
exp1_baseline,CIFAR-100,TPE,44,8,0.6614,0.7562,
exp1_baseline,CIFAR-100,TPE,44,9,0.1914,0.7562,
exp1_baseline,CIFAR-100,TPE,44,10,0.599,0.7562,
exp1_baseline,CIFAR-100,TPE,44,11,0.7026,0.7562,
exp1_baseline,CIFAR-100,TPE,44,12,0.0168,0.7562,
exp1_baseline,CIFAR-100,TPE,44,13,0.7554,0.7562,
exp1_baseline,CIFAR-100,TPE,44,14,0.7096,0.7562,
exp1_baseline,CIFAR-100,TPE,44,15,0.4368,0.7562,
exp1_baseline,CIFAR-100,TPE,44,16,0.75,0.7562,
exp1_baseline,CIFAR-100,TPE,44,17,0.726,0.7562,
exp1_baseline,CIFAR-100,TPE,44,18,0.6542,0.7562,
exp1_baseline,CIFAR-100,TPE,44,19,0.0714,0.7562,
exp1_baseline,CIFAR-100,TPE,44,20,0.706,0.7562,
exp1_baseline,CIFAR-100,TPE,44,21,0.5858,0.7562,
exp1_baseline,CIFAR-100,TPE,44,22,0.401,0.7562,
exp1_baseline,CIFAR-100,TPE,44,23,0.0116,0.7562,
exp1_baseline,CIFAR-100,TPE,44,24,0.7648,0.7648,
exp1_baseline,CIFAR-100,TPE,44,25,0.7016,0.7648,
exp1_baseline,CIFAR-100,TPE+MV,42,1,0.747,0.747,
exp1_baseline,CIFAR-100,TPE+MV,42,2,0.6042,0.747,
exp1_baseline,CIFAR-100,TPE+MV,42,3,0.583,0.747,
exp1_baseline,CIFAR-100,TPE+MV,42,4,0.7302,0.747,
exp1_baseline,CIFAR-100,TPE+MV,42,5,0.5678,0.747,
exp1_baseline,CIFAR-100,TPE+MV,42,6,0.017,0.747,
exp1_baseline,CIFAR-100,TPE+MV,42,7,0.188,0.747,
exp1_baseline,CIFAR-100,TPE+MV,42,8,0.7578,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,9,0.7192,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,10,0.4744,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,11,0.1902,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,12,0.4582,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,13,0.6544,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,14,0.662,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,15,0.491,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,16,0.5374,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,17,0.611,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,18,0.4944,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,19,0.5364,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,20,0.4572,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,21,0.4542,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,22,0.63,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,23,0.4928,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,24,0.5116,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,42,25,0.015,0.7578,
exp1_baseline,CIFAR-100,TPE+MV,43,1,0.075,0.075,
exp1_baseline,CIFAR-100,TPE+MV,43,2,0.7412,0.7412,
exp1_baseline,CIFAR-100,TPE+MV,43,3,0.54,0.7412,
exp1_baseline,CIFAR-100,TPE+MV,43,4,0.6852,0.7412,
exp1_baseline,CIFAR-100,TPE+MV,43,5,0.4438,0.7412,
exp1_baseline,CIFAR-100,TPE+MV,43,6,0.013,0.7412,
exp1_baseline,CIFAR-100,TPE+MV,43,7,0.4618,0.7412,
exp1_baseline,CIFAR-100,TPE+MV,43,8,0.754,0.754,
exp1_baseline,CIFAR-100,TPE+MV,43,9,0.6546,0.754,
exp1_baseline,CIFAR-100,TPE+MV,43,10,0.5522,0.754,
exp1_baseline,CIFAR-100,TPE+MV,43,11,0.5128,0.754,
exp1_baseline,CIFAR-100,TPE+MV,43,12,0.5188,0.754,
exp1_baseline,CIFAR-100,TPE+MV,43,13,0.0572,0.754,
exp1_baseline,CIFAR-100,TPE+MV,43,14,0.701,0.754,
exp1_baseline,CIFAR-100,TPE+MV,43,15,0.6994,0.754,
exp1_baseline,CIFAR-100,TPE+MV,43,16,0.6516,0.754,
exp1_baseline,CIFAR-100,TPE+MV,43,17,0.7454,0.754,
exp1_baseline,CIFAR-100,TPE+MV,43,18,0.1458,0.754,
exp1_baseline,CIFAR-100,TPE+MV,43,19,0.1032,0.754,
exp1_baseline,CIFAR-100,TPE+MV,43,20,0.5814,0.754,
exp1_baseline,CIFAR-100,TPE+MV,43,21,0.0158,0.754,
exp1_baseline,CIFAR-100,TPE+MV,43,22,0.251,0.754,
exp1_baseline,CIFAR-100,TPE+MV,43,23,0.7544,0.7544,
exp1_baseline,CIFAR-100,TPE+MV,43,24,0.2584,0.7544,
exp1_baseline,CIFAR-100,TPE+MV,43,25,0.4544,0.7544,
exp1_baseline,CIFAR-100,TPE+MV,44,1,0.4444,0.4444,
exp1_baseline,CIFAR-100,TPE+MV,44,2,0.6406,0.6406,
exp1_baseline,CIFAR-100,TPE+MV,44,3,0.3946,0.6406,
exp1_baseline,CIFAR-100,TPE+MV,44,4,0.7562,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,5,0.1784,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,6,0.6576,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,7,0.469,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,8,0.6614,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,9,0.1914,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,10,0.599,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,11,0.7026,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,12,0.0168,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,13,0.7554,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,14,0.7096,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,15,0.4368,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,16,0.75,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,17,0.726,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,18,0.6542,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,19,0.0714,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,20,0.706,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,21,0.5858,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,22,0.401,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,23,0.0116,0.7562,
exp1_baseline,CIFAR-100,TPE+MV,44,24,0.7648,0.7648,
exp1_baseline,CIFAR-100,TPE+MV,44,25,0.7016,0.7648,
exp1_baseline,CIFAR-100,TPE+Pruner,42,1,0.747,0.747,
exp1_baseline,CIFAR-100,TPE+Pruner,42,2,0.6042,0.747,
